source_path,archive_type,file_size_bytes,sha256,status,error,warnings,application_name,package_id,version_name,version_code,min_sdk_version,target_sdk_version,split_count,splits,architectures,identical_file_count,package_version_record_count,package_version_distinct_file_count,package_has_multiple_versions
disassembly/apk/analyzed/Scott Living_1.0.1_com.keeson.scottlivingrelease.apk,apk,5558632,9dda9b47f8582277fec8783b06eb88426bc324665989fd2a32910012978fcf83,ok,,,Scott Living,com.keeson.scottlivingrelease,1.0.1,24,21,30,0,,arm64-v8a; armeabi; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/Serta MP Remote_1.1_com.ore.serta330.apk,apk,20987907,dfef30206d9f0b61a56fbb74602c2a04bbbc388ab0eb933cd10084bfe5a65146,ok,,,Serta MP Remote,com.ore.serta330,1.1,7,21,33,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/SILVERmotion_1.0.0_at.silvermotion.apk,apk,6087615,993a2320e0f9da1f8a74a5b4667670510d0e1a82ec07279c266922e591e4fc0d,ok,,,SILVERmotion,net.logicdata.mobile.sfapp,1.0.0,2,21,27,0,,armeabi-v7a,1,1,1,False
disassembly/apk/analyzed/Sleep Harmony_1.0.0_APKPure.xapk,xapk,119922174,e9512957b150fca38bb386dcb5ffacad229f04148f52867e1761c4d2023db500,ok,,,Sleep Harmony,com.keeson.ssbaudio,1.0.0,10,21,34,4,base=com.keeson.ssbaudio.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk; config.mdpi=config.mdpi.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/SleepFunction Bed Control_1.3.0_com.richmat.sleepfunction.apk,apk,30913181,7aea9162d751def93eea7631c9d2f713a38cdcb953301279217b2e4075ed68ae,ok,,,SleepFunction Bed Control,com.richmat.sleepfunction,1.3.0,23,24,33,0,,arm64-v8a; armeabi-v7a; x86; x86_64,2,2,1,False
disassembly/apk/analyzed/Slumberland_1.0_com.cheers.slumber.xapk,xapk,12406648,50abdc5981b2a24fdaa2f20687ff1c316fb621ec6bc7f81d827c9c18512369f4,ok,,,slumberland,com.cheers.slumber,v1.0,2,23,34,4,base=com.cheers.slumber.apk; config.mdpi=config.mdpi.apk; config.en=config.en.apk; config.fr=config.fr.apk,,1,1,1,False
disassembly/apk/analyzed/Smart Comfort by Synergy_2.2.0_com.synergy.okin.xapk,xapk,3025154,8ce8d5dc933d5ab2223f66e7dde1199e42f29e544c8a02d9bba54393a3d571a5,ok,,,Smart Comfort by Synergy,com.synergy.okin,2.2.0,16,19,33,19,base=com.synergy.okin.apk; config.ko=config.ko.apk; config.tr=config.tr.apk; config.my=config.my.apk; config.de=config.de.apk; config.hi=config.hi.apk; config.in=config.in.apk; config.fr=config.fr.apk; config.ru=config.ru.apk; config.zh=config.zh.apk; config.en=config.en.apk; config.xhdpi=config.xhdpi.apk; config.ja=config.ja.apk; config.th=config.th.apk; config.ar=config.ar.apk; config.it=config.it.apk; config.pt=config.pt.apk; config.vi=config.vi.apk; config.es=config.es.apk,,2,2,1,False
disassembly/apk/analyzed/Smart Move+_0.1.8_com.timotion.smartmove.xapk,xapk,11641383,75a078cf63cae25b48660004be5c4458a31ee9ab2b22f89cab81da5283205a99,ok,,,Smart Move+,com.timotion.smartmove,0.1.8,7,26,35,4,base=com.timotion.smartmove.apk; config.en=config.en.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk,,1,1,1,False
disassembly/apk/analyzed/SomosBeds_1.0.0_cn.com.somos.xapk,xapk,6059159,5488ea9f3db6137b31eeb3b23c75f8e1ef602a7b21488442480feeef4d7279be,ok,,,Somos,cn.com.somos,1.0.0,1,21,34,4,base=cn.com.somos.apk; config.mdpi=config.mdpi.apk; config.en=config.en.apk; config.zh=config.zh.apk,,1,1,1,False
disassembly/apk/analyzed/stawett Remote (Legacy)_1.3_com.stawett.apk,apk,11622109,af38679afb7330b4ecc244f7f4bfcaae37ab693d0ea512c0eef3b3341d1560bb,ok,,,stawett Remote,com.limoss.stawett,1.3,10,18,26,0,,arm64-v8a; armeabi; armeabi-v7a,1,1,1,False
disassembly/apk/analyzed/SUTA_1.0.3_com.shuta.suta_old.apk,apk,3681325,fb740ceb0c21ac9eecd2717717ded9ad7b812851a001601899bc7568f880b59a,ok,,,SUTA,com.intretech.app.suta,1.0.3,3,19,27,0,,armeabi,1,1,1,False
disassembly/apk/analyzed/SUTA_3.15.0_com.shuta.smart_home.xapk,xapk,15793355,deba1167bbd61b1440f039a29384f44033ac65afadb59cb5c1566ea0be8caa52,ok,,,SUTA,com.shuta.smart_home,3.15.0,75,24,35,2,base=com.shuta.smart_home.apk; config.xhdpi=config.xhdpi.apk,,1,1,1,False
disassembly/apk/analyzed/Svane Remote_1.8_com.produktide.svane.svaneremote.apk,apk,4040694,11b1e26276044bd19b09ad35d52a7f0c5927830f20fab6e90278d039f82bfb71,ok,,,Svane Remote,com.svane.svaneremote,Version 1.8,8,21,27,0,,,1,1,1,False
disassembly/apk/analyzed/SVEN & SON_2.0.1_com.richmat.svenson.apk,apk,31055201,e05889c388e1c8b9aca6668e0688a8e5f85bebcba12044d1750fd5a4d2190dbb,ok,,,SVEN & SON,com.richmat.svenson,2.0.1,32,24,33,0,,arm64-v8a; armeabi-v7a; x86; x86_64,2,2,1,False
disassembly/apk/analyzed/Tempur Curve_1.7_APKPure.apk,apk,20769927,f3c98817a94bf697fb02fe6850134cf6c248b2bb69f10a6943007d291487bb60,ok,,,Tempur Curve,com.ore.tempur,1.7,16,21,33,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/Tempur Zero G Bed Base_1.9_com.sfd.row.apk,apk,22088508,d9e2d40dbfc781423a04e53a8d2efee1fb181e265e91ac67fadb3d177e8d9df3,ok,,,Tempur Zero G Bed Base,com.sfd.row,1.9,11,23,34,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/The Brick_1.0_com.cheers.brick.xapk,xapk,12406837,e626a20711b62ce808ebe2b01c2b25bb1de727c4fc73dff658801734acd421f6,ok,,,The Brick,com.cheers.brick,v1.0,3,23,34,3,base=com.cheers.brick.apk; config.mdpi=config.mdpi.apk; config.en=config.en.apk,,1,1,1,False
disassembly/apk/analyzed/Vib Control_1.11-beta-vc49_de.vibradorm.vmat.apk,apk,33952757,48b29a6b8c9c784c04bb9de4cee0e8d8f9cae9d04bac916425302186e8ecf4c5,ok,,,Vib Control,de.vibradorm.vmat,1.11,49,24,33,0,,,1,2,2,False
disassembly/apk/analyzed/VIBRADORM Remote for Beds_2.4.3_com.vibradorm.vmatbasic.apk,apk,2606491,5d266015494edf9ad595c5b4c6d11fcde3ea53fc78e008b4990e4ce834a31980,ok,,,VRA,com.vibradorm.vmatbasic,2.4.3,14,19,21,0,,,1,1,1,False
disassembly/apk/analyzed/VIBRADORM Remote_1.11_de.vibradorm.vra.apk,apk,33952758,66cc63eb3457e96a3f76c6b830fd146213ca5000807d2d02867138bc81af4bc2,ok,,,Vib Control,de.vibradorm.vmat,1.11,49,24,33,0,,,1,2,2,False
disassembly/apk/analyzed/WERKMEISTER Unterfederung_0.2_de.vibradorm.werkmeister.apk,apk,17716838,36306b6ac6ee3fd66bef5a71e3626c44e2befccb3d2e135031747bcd5c7f9635,ok,,,Werkmeister Unterfederung,de.vibradorm.werkmeister,0.2,2,22,27,0,,,1,1,1,False
disassembly/apk/analyzed/Woosa_Sleep_1.1.6_com.sn.woosa.xapk,xapk,4559527,299712023478a8cf2cf0410798837e2e87dc620c70f45849ca675a4d71c8af73,ok,,,Woosa Sleep,com.sn.woosa,1.1.6,10,26,34,4,base=com.sn.woosa.apk; config.en=config.en.apk; config.fr=config.fr.apk; config.xxhdpi=config.xxhdpi.apk,,1,1,1,False
